No.;Nama Pemilik;Nama Usaha;NIK;Tgl. Lahir;Jalan;Desa;Sektor;NIB/SKU;Jml. Tenaga Kerja;Kapasitas Produksi/Thn; Omset/Thn ; Aset ;Sosmed;Marketplace;Kepemilikan Lahan
542;Owner-0485;MSME-0223;NIK-0535;BirthDate-0497;Street-0146;Village-0009;Makanan dan Minuman;Ada;11;50000; Rp80.250.000 ; Rp73.000.000 ;Instagram, TikTok;Shopee;Sendiri
543;Owner-0486;MSME-0227;NIK-0536;BirthDate-0498;Street-0147;Village-0007;Perdagangan;Ada;4;1000; Rp528.250.000 ; Rp768.750.000 ;Instagram, TikTok;Shopee;Sendiri
544;Owner-0487;MSME-0228;NIK-0537;BirthDate-0499;Street-0147;Village-0007;Perdagangan;Ada;7;10000; Rp20.500.000 ; Rp25.500.000 ;Instagram;Tokopedia;Sendiri
545;Owner-0488;MSME-0229;NIK-0538;BirthDate-0500;Street-0147;Village-0007;Perdagangan;Ada;7;680; Rp135.000.000 ; Rp115.500.000 ;Instagram;Tokopedia;Sendiri
546;Owner-0489;MSME-0230;NIK-0539;BirthDate-0501;Street-0147;Village-0007;Makanan dan Minuman;Ada;5;1550; Rp1.143.250.000 ; Rp430.000.000 ;TikTok;Shopee;Sendiri
547;Owner-0490;MSME-0231;NIK-0540;BirthDate-0502;Street-0147;Village-0007;Makanan dan Minuman;Ada;8;2000; Rp13.750.000 ; Rp18.000.000 ;WhatsApp Business, Instagram;Shopee;Sendiri
548;Owner-0258;MSME-0170;NIK-0541;BirthDate-0258;Street-0147;Village-0007;Jasa;Ada;1;150; Rp163.500.000 ; Rp181.750.000 ;WhatsApp Business;Tidak ada;Sendiri
549;Owner-0491;MSME-0170;NIK-0542;BirthDate-0503;Street-0147;Village-0007;Jasa;Ada;2;515; Rp638.500.000 ; Rp863.250.000 ;WhatsApp Business;Lazada;Sendiri
550;Owner-0492;MSME-0232;NIK-0543;BirthDate-0504;Street-0147;Village-0007;Perdagangan;Ada;15;6250; Rp19.750.000 ; Rp5.000.000 ;Instagram, TikTok;Shopee;Sendiri
551;Owner-0493;MSME-0233;NIK-0544;BirthDate-0505;Street-0147;Village-0007;Makanan dan Minuman;Ada;2;215; Rp161.500.000 ; Rp88.250.000 ;Facebook;Shopee;Sewa
552;Owner-0494;MSME-0041;NIK-0545;BirthDate-0506;Street-0147;Village-0007;Makanan dan Minuman;Ada;3;720; Rp783.000.000 ; Rp310.500.000 ;TikTok;Shopee;Sendiri
553;Owner-0495;MSME-0234;NIK-0546;BirthDate-0507;Street-0147;Village-0007;Makanan dan Minuman;Ada;2;3000; Rp28.750.000 ; Rp26.500.000 ;Tidak ada;Tidak ada;Sendiri
554;Owner-0496;MSME-0235;NIK-0547;BirthDate-0508;Street-0147;Village-0007;Makanan dan Minuman;Ada;3;1500; Rp115.000.000 ; Rp148.250.000 ;Tidak ada;Tidak ada;Sendiri
555;Owner-0497;MSME-0236;NIK-0548;BirthDate-0509;Street-0147;Village-0007;Makanan dan Minuman;Ada;5;1610; Rp929.000.000 ; Rp1.052.250.000 ;Instagram, Facebook;Shopee;Sendiri
556;Owner-0498;MSME-0237;NIK-0549;BirthDate-0510;Street-0147;Village-0007;Makanan dan Minuman;Ada;3;5000; Rp7.000.000 ; Rp12.000.000 ;TikTok;Tidak ada;Sewa
557;Owner-0499;MSME-0238;NIK-0550;BirthDate-0511;Street-0147;Village-0007;Makanan dan Minuman;Ada;3;310; Rp95.000.000 ; Rp190.750.000 ;Instagram;Tokopedia;Sendiri
558;Owner-0500;MSME-0239;NIK-0551;BirthDate-0512;Street-0147;Village-0007;Makanan dan Minuman;Ada;3;580; Rp529.000.000 ; Rp428.000.000 ;TikTok;Shopee;Sendiri
559;Owner-0501;MSME-0240;NIK-0552;BirthDate-0399;Street-0147;Village-0007;Makanan dan Minuman;Ada;15;4200; Rp13.000.000 ; Rp8.250.000 ;Instagram, TikTok;Shopee;Sendiri
560;Owner-0502;MSME-0241;NIK-0553;BirthDate-0513;Street-0147;Village-0007;Makanan dan Minuman;Ada;13;2820; Rp150.250.000 ; Rp166.750.000 ;TikTok;Shopee;Sendiri
561;Owner-0503;MSME-0001;NIK-0554;BirthDate-0514;Street-0147;Village-0007;Makanan dan Minuman;Ada;6;1500; Rp479.750.000 ; Rp880.500.000 ;Instagram;Shopee;Sendiri
562;Owner-0504;MSME-0012;NIK-0555;BirthDate-0515;Street-0147;Village-0007;Makanan dan Minuman;Ada;4;1750; Rp13.250.000 ; Rp26.750.000 ;Facebook;Shopee;Sendiri
563;Owner-0505;MSME-0242;NIK-0556;BirthDate-0516;Street-0147;Village-0007;Makanan dan Minuman;Ada;3;335; Rp188.000.000 ; Rp194.750.000 ;Tidak ada;Tidak ada;Sendiri
564;Owner-0506;MSME-0017;NIK-0557;BirthDate-0517;Street-0147;Village-0007;Makanan dan Minuman;Ada;7;5000; Rp939.250.000 ; Rp962.750.000 ;TikTok;Shopee;Sewa
565;Owner-0507;MSME-0243;NIK-0558;BirthDate-0518;Street-0147;Village-0007;Makanan dan Minuman;Ada;4;1100; Rp30.000.000 ; Rp5.750.000 ;Instagram, TikTok;Shopee;Sendiri
566;Owner-0508;MSME-0244;NIK-0559;BirthDate-0519;Street-0147;Village-0007;Makanan dan Minuman;Ada;3;750; Rp71.500.000 ; Rp168.000.000 ;Instagram, TikTok;Shopee;Sendiri
567;Owner-0509;MSME-0001;NIK-0560;BirthDate-0520;Street-0147;Village-0007;Makanan dan Minuman;Ada;10;3610; Rp518.000.000 ; Rp843.750.000 ;Facebook;Shopee;Sendiri
568;Owner-0510;MSME-0245;NIK-0561;BirthDate-0521;Street-0147;Village-0007;Makanan dan Minuman;Ada;2;700; Rp26.000.000 ; Rp10.750.000 ;TikTok;Shopee;Sendiri
569;Owner-0511;MSME-0246;NIK-0562;BirthDate-0522;Street-0147;Village-0007;Makanan dan Minuman;Ada;4;1200; Rp197.500.000 ; Rp85.500.000 ;Facebook;Tidak ada;Sewa
570;Owner-0512;MSME-0247;NIK-0563;BirthDate-0523;Street-0147;Village-0007;Makanan dan Minuman;Ada;6;2850; Rp989.500.000 ; Rp862.500.000 ;Instagram;Shopee;Sendiri
571;Owner-0513;MSME-0248;NIK-0564;BirthDate-0524;Street-0147;Village-0007;Makanan dan Minuman;Ada;3;850; Rp13.250.000 ; Rp11.250.000 ;Instagram;Tokopedia;Sendiri
572;Owner-0514;MSME-0249;NIK-0565;BirthDate-0525;Street-0148;Village-0005;Makanan dan Minuman;Ada;2;5000; Rp67.250.000 ; Rp59.750.000 ;TikTok;Shopee;Sendiri
573;Owner-0515;MSME-0250;NIK-0566;BirthDate-0526;Street-0148;Village-0005;Jasa;Ada;1;550; Rp372.500.000 ; Rp558.500.000 ;Instagram;Tidak ada;Sewa
574;Owner-0516;MSME-0251;NIK-0567;BirthDate-0527;Street-0148;Village-0005;Jasa;Ada;3;2500; Rp8.750.000 ; Rp10.000.000 ;Instagram;Tidak ada;Sendiri
575;Owner-0517;MSME-0252;NIK-0568;BirthDate-0528;Street-0148;Village-0005;Jasa;Ada;4;15000; Rp102.250.000 ; Rp94.750.000 ;Facebook;Tidak ada;Sendiri
576;Owner-0518;MSME-0143;NIK-0569;BirthDate-0529;Street-0148;Village-0005;Perdagangan;Ada;2;710; Rp1.190.500.000 ; Rp534.750.000 ;WhatsApp Business;Tokopedia;Sendiri
577;Owner-0519;MSME-0253;NIK-0570;BirthDate-0530;Street-0148;Village-0005;Perdagangan;Ada;3;2250; Rp12.250.000 ; Rp8.250.000 ;Instagram;Shopee, Lazada;Sendiri
578;Owner-0520;MSME-0004;NIK-0571;BirthDate-0531;Street-0148;Village-0005;Perdagangan;Ada;5;50000; Rp116.250.000 ; Rp148.000.000 ;Instagram;Lazada;Sendiri
579;Owner-0521;MSME-0175;NIK-0572;BirthDate-0532;Street-0148;Village-0005;Perdagangan;Ada;4;35000; Rp688.250.000 ; Rp1.197.250.000 ;Facebook;Shopee;Sendiri
580;Owner-0522;MSME-0254;NIK-0573;BirthDate-0533;Street-0148;Village-0005;Perdagangan;Ada;4;500; Rp27.500.000 ; Rp5.750.000 ;Instagram, TikTok;Shopee;Sendiri
581;Owner-0523;MSME-0202;NIK-0574;BirthDate-0534;Street-0148;Village-0005;Perdagangan;Ada;4;185; Rp189.250.000 ; Rp179.500.000 ;Facebook;Tokopedia, Shopee;Sendiri
582;Owner-0524;MSME-0233;NIK-0575;BirthDate-0535;Street-0148;Village-0005;Makanan dan Minuman;Ada;3;7000; Rp564.500.000 ; Rp841.250.000 ;Tidak ada;Tidak ada;Sewa
583;Owner-0525;MSME-0255;NIK-0576;BirthDate-0536;Street-0148;Village-0005;Makanan dan Minuman;Ada;6;8000; Rp30.500.000 ; Rp6.000.000 ;Instagram;Shopee;Sendiri
584;Owner-0526;MSME-0215;NIK-0577;BirthDate-0537;Street-0148;Village-0005;Makanan dan Minuman;Ada;6;35000; Rp158.250.000 ; Rp175.250.000 ;Instagram;Shopee;Sendiri
585;Owner-0527;MSME-0001;NIK-0578;BirthDate-0538;Street-0148;Village-0005;Makanan dan Minuman;Ada;5;4500; Rp1.089.500.000 ; Rp670.500.000 ;Facebook;Shopee;Sewa
586;Owner-0528;MSME-0001;NIK-0579;BirthDate-0539;Street-0148;Village-0005;Makanan dan Minuman;Ada;6;520; Rp17.500.000 ; Rp25.750.000 ;WhatsApp Business;Shopee;Sewa
587;Owner-0425;MSME-0003;NIK-0580;BirthDate-0540;Street-0148;Village-0005;Makanan dan Minuman;Ada;4;2600; Rp50.250.000 ; Rp91.000.000 ;Tidak ada;Tidak ada;Sendiri
588;Owner-0529;MSME-0003;NIK-0581;BirthDate-0541;Street-0148;Village-0005;Makanan dan Minuman;Ada;7;16000; Rp876.500.000 ; Rp858.500.000 ;Tidak ada;Tidak ada;Sewa
589;Owner-0530;MSME-0256;NIK-0582;BirthDate-0542;Street-0148;Village-0005;Makanan dan Minuman;Ada;5;5750; Rp21.750.000 ; Rp26.500.000 ;Facebook;Shopee;Sewa
590;Owner-0531;MSME-0257;NIK-0583;BirthDate-0543;Street-0148;Village-0005;Makanan dan Minuman;Ada;3;20000; Rp126.500.000 ; Rp89.000.000 ;TikTok;Tidak ada;Sendiri
591;Owner-0063;MSME-0258;NIK-0584;BirthDate-0544;Street-0149;Village-0005;Makanan dan Minuman;Ada;3;8000; Rp994.500.000 ; Rp343.250.000 ;TikTok;Shopee;Sendiri
592;Owner-0532;MSME-0259;NIK-0585;BirthDate-0545;Street-0149;Village-0005;Makanan dan Minuman;Ada;4;2800; Rp11.000.000 ; Rp18.250.000 ;Tidak ada;Tidak ada;Sendiri
593;Owner-0533;MSME-0260;NIK-0586;BirthDate-0546;Street-0150;Village-0005;Jasa;Ada;4;3000; Rp159.000.000 ; Rp77.250.000 ;TikTok;Tidak ada;Sendiri
594;Owner-0534;MSME-0261;NIK-0587;BirthDate-0547;Street-0150;Village-0001;Jasa;Ada;4;8000; Rp929.250.000 ; Rp960.500.000 ;TikTok;Tidak ada;Sendiri
595;Owner-0535;MSME-0262;NIK-0588;BirthDate-0548;Street-0150;Village-0001;Perdagangan;Ada;4;3000; Rp9.000.000 ; Rp5.750.000 ;Instagram, TikTok;Shopee;Sendiri
596;Owner-0536;MSME-0263;NIK-0589;BirthDate-0549;Street-0150;Village-0001;Perdagangan;Ada;6;415; Rp187.000.000 ; Rp91.250.000 ;Instagram;Tokopedia;Sendiri
597;Owner-0537;MSME-0264;NIK-0590;BirthDate-0550;Street-0150;Village-0001;Makanan dan Minuman;Ada;3;830; Rp609.500.000 ; Rp795.750.000 ;WhatsApp Business, Facebook;Shopee;Sendiri
598;Owner-0538;MSME-0057;NIK-0591;BirthDate-0551;Street-0151;Village-0001;Makanan dan Minuman;Ada;4;8500; Rp28.000.000 ; Rp18.250.000 ;Instagram, TikTok;Shopee;Sendiri
599;Owner-0539;MSME-0236;NIK-0592;BirthDate-0552;Street-0151;Village-0001;Makanan dan Minuman;Ada;3;4000; Rp193.250.000 ; Rp147.000.000 ;Facebook;Shopee;Sendiri
600;Owner-0540;MSME-0117;NIK-0593;BirthDate-0553;Street-0151;Village-0001;Makanan dan Minuman;Ada;2;8000; Rp556.750.000 ; Rp690.250.000 ;TikTok;Shopee;Sendiri
601;Owner-0541;MSME-0239;NIK-0594;BirthDate-0554;Street-0151;Village-0001;Makanan dan Minuman;Ada;2;3000; Rp5.750.000 ; Rp28.000.000 ;TikTok;Shopee;Sendiri
602;Owner-0542;MSME-0003;NIK-0595;BirthDate-0555;Street-0151;Village-0001;Makanan dan Minuman;Ada;3;8200; Rp193.000.000 ; Rp85.500.000 ;TikTok;Tokopedia;Sendiri
603;Owner-0543;MSME-0265;NIK-0596;BirthDate-0556;Street-0151;Village-0001;Makanan dan Minuman;Ada;2;8000; Rp308.750.000 ; Rp322.500.000 ;TikTok;Shopee;Sendiri
604;Owner-0544;MSME-0265;NIK-0597;BirthDate-0557;Street-0151;Village-0001;Makanan dan Minuman;Ada;2;150; Rp23.500.000 ; Rp10.500.000 ;Tidak ada;Tidak ada;Sendiri
605;Owner-0545;MSME-0003;NIK-0598;BirthDate-0558;Street-0151;Village-0001;Makanan dan Minuman;Ada;3;5000; Rp91.500.000 ; Rp95.000.000 ;Facebook;Lazada;Sendiri
606;Owner-0546;MSME-0017;NIK-0599;BirthDate-0559;Street-0151;Village-0001;Makanan dan Minuman;Ada;3;4000; Rp794.500.000 ; Rp878.250.000 ;TikTok;Shopee;Sewa
607;Owner-0547;MSME-0001;NIK-0600;BirthDate-0560;Street-0151;Village-0001;Makanan dan Minuman;Ada;10;40000; Rp13.500.000 ; Rp23.000.000 ;Facebook, TikTok;Shopee;Sendiri
608;Owner-0548;MSME-0266;NIK-0601;BirthDate-0561;Street-0152;Village-0007;Perdagangan;Ada;6;3000; Rp109.750.000 ; Rp189.250.000 ;Facebook;Shopee;Sendiri
609;Owner-0549;MSME-0267;NIK-0602;BirthDate-0562;Street-0153;Village-0009;Perdagangan;Ada;4;500; Rp477.000.000 ; Rp995.750.000 ;Facebook;Shopee;Sendiri
610;Owner-0550;MSME-0086;NIK-0603;BirthDate-0563;Street-0154;Village-0009;Perdagangan;Ada;3;2550; Rp18.250.000 ; Rp21.000.000 ;WhatsApp Business;Shopee;Sewa
611;Owner-0551;MSME-0193;NIK-0604;BirthDate-0564;Street-0154;Village-0009;Jasa;Ada;2;150; Rp72.000.000 ; Rp65.750.000 ;Instagram, Facebook;Shopee, Lazada;Sendiri
612;Owner-0552;MSME-0193;NIK-0605;BirthDate-0565;Street-0154;Village-0009;Jasa;Ada;1;120; Rp784.750.000 ; Rp692.750.000 ;Instagram, TikTok;Shopee, Lazada;Sendiri
613;Owner-0553;MSME-0199;NIK-0606;BirthDate-0566;Street-0154;Village-0009;Jasa;Ada;2;3000; Rp7.250.000 ; Rp9.000.000 ;Facebook;Tidak ada;Sendiri
614;Owner-0554;MSME-0268;NIK-0607;BirthDate-0567;Street-0154;Village-0009;Jasa;Ada;3;30000; Rp151.750.000 ; Rp137.750.000 ;Instagram, TikTok;Shopee;Sewa
615;Owner-0555;MSME-0004;NIK-0608;BirthDate-0568;Street-0154;Village-0009;Perdagangan;Ada;7;47; Rp1.026.500.000 ; Rp778.250.000 ;TikTok;Lazada;Sendiri
616;Owner-0556;MSME-0269;NIK-0609;BirthDate-0007;Street-0154;Village-0009;Perdagangan;Ada;8;675; Rp9.250.000 ; Rp10.750.000 ;Facebook;Shopee;Sewa
617;Owner-0557;MSME-0253;NIK-0610;BirthDate-0569;Street-0154;Village-0009;Perdagangan;Ada;17;7000; Rp97.750.000 ; Rp66.000.000 ;TikTok;Shopee;Sendiri
618;Owner-0558;MSME-0182;NIK-0611;BirthDate-0570;Street-0155;Village-0004;Perdagangan;Ada;8;50; Rp1.071.250.000 ; Rp385.500.000 ;Facebook;Lazada;Sendiri
619;Owner-0095;MSME-0061;NIK-0612;BirthDate-0571;Street-0155;Village-0004;Perdagangan;Ada;80;9500; Rp400.000.000 ; Rp320.000.000 ;Instagram;Shopee;Sendiri
620;Owner-0559;MSME-0270;NIK-0613;BirthDate-0572;Street-0156;Village-0004;Jasa;Ada;16;696; Rp59.750.000 ; Rp53.750.000 ;TikTok;Shopee;Sendiri
621;Owner-0560;MSME-0271;NIK-0614;BirthDate-0573;Street-0157;Village-0003;Perdagangan;Ada;14;33; Rp1.010.500.000 ; Rp556.000.000 ;Facebook;Lazada;Sendiri
622;Owner-0561;MSME-0236;NIK-0615;BirthDate-0574;Street-0158;Village-0009;Makanan dan Minuman;Ada;74;5409; Rp370.000.000 ; Rp296.000.000 ;Facebook, TikTok;Lazada;Sendiri
623;Owner-0562;MSME-0272;NIK-0616;BirthDate-0575;Street-0159;Village-0009;Perdagangan;Ada;15;597; Rp94.500.000 ; Rp118.000.000 ;Facebook;Shopee;Sendiri
624;Owner-0563;MSME-0202;NIK-0617;BirthDate-0576;Street-0160;Village-0009;Perdagangan;Ada;15;14; Rp747.250.000 ; Rp357.750.000 ;Instagram;Tokopedia;Sendiri
625;Owner-0564;MSME-0233;NIK-0618;BirthDate-0577;Street-0026;Village-0001;Makanan dan Minuman;Ada;3;6465; Rp6.250.000 ; Rp19.000.000 ;TikTok;Shopee;Sendiri
626;Owner-0208;MSME-0273;NIK-0619;BirthDate-0578;Street-0161;Village-0003;Jasa;Ada;11;511; Rp173.250.000 ; Rp52.250.000 ;Facebook;Tokopedia;Sendiri
627;Owner-0565;MSME-0274;NIK-0620;BirthDate-0579;Street-0161;Village-0006;Jasa;Ada;15;46; Rp766.500.000 ; Rp903.500.000 ;Instagram;Shopee;Sendiri
628;Owner-0566;MSME-0275;NIK-0621;BirthDate-0580;Street-0162;Village-0005;Jasa;Ada;61;9432; Rp305.000.000 ; Rp244.000.000 ;Facebook;Tidak ada;Sendiri
629;Owner-0567;MSME-0194;NIK-0622;BirthDate-0151;Street-0163;Village-0003;Jasa;Ada;18;493; Rp62.000.000 ; Rp98.500.000 ;WhatsApp Business;Tidak ada;Sendiri
630;Owner-0007;MSME-0004;NIK-0623;BirthDate-0581;Street-0163;Village-0003;Perdagangan;Ada;15;38; Rp443.750.000 ; Rp471.250.000 ;Facebook;Shopee;Sendiri
631;Owner-0568;MSME-0002;NIK-0624;BirthDate-0562;Street-0164;Village-0003;Makanan dan Minuman;Ada;104;5630; Rp520.000.000 ; Rp416.000.000 ;Instagram;Shopee;Sendiri
632;Owner-0569;MSME-0145;NIK-0625;BirthDate-0582;Street-0165;Village-0003;Peternakan;Ada;16;474; Rp55.000.000 ; Rp106.750.000 ;Facebook;Tidak ada;Sendiri
633;Owner-0570;MSME-0276;NIK-0626;BirthDate-0583;Street-0165;Village-0007;Perdagangan;Ada;12;14; Rp1.193.750.000 ; Rp851.750.000 ;Instagram;Tokopedia, Shopee;Sendiri
634;Owner-0571;MSME-0277;NIK-0627;BirthDate-0584;Street-0166;Village-0007;Jasa;Ada;3;7899; Rp28.750.000 ; Rp30.500.000 ;Tidak ada;Tidak ada;Sendiri
635;Owner-0572;MSME-0278;NIK-0628;BirthDate-0585;Street-0166;Village-0003;Jasa;Ada;15;426; Rp180.500.000 ; Rp113.500.000 ;Facebook;Tidak ada;Sendiri
636;Owner-0573;MSME-0199;NIK-0629;BirthDate-0586;Street-0166;Village-0003;Jasa;Ada;9;20; Rp1.022.250.000 ; Rp851.750.000 ;Tidak ada;Tidak ada;Sendiri
637;Owner-0525;MSME-0004;NIK-0630;BirthDate-0587;Street-0166;Village-0003;Perdagangan;Ada;68;7857; Rp340.000.000 ; Rp272.000.000 ;Tidak ada;Tidak ada;Sendiri
638;Owner-0574;MSME-0004;NIK-0631;BirthDate-0588;Street-0166;Village-0003;Perdagangan;Ada;12;454; Rp114.500.000 ; Rp68.000.000 ;Facebook;Tidak ada;Sendiri
639;Owner-0575;MSME-0001;NIK-0632;BirthDate-0589;Street-0166;Village-0003;Makanan dan Minuman;Ada;8;49; Rp807.250.000 ; Rp953.500.000 ;Facebook;Shopee;Sendiri
640;Owner-0576;MSME-0001;NIK-0633;BirthDate-0590;Street-0167;Village-0006;Makanan dan Minuman;Ada;62;8324; Rp310.000.000 ; Rp248.000.000 ;WhatsApp Business, Instagram;Shopee;Sendiri
641;Owner-0577;MSME-0279;NIK-0634;BirthDate-0591;Street-0168;Village-0007;Jasa;Ada;16;463; Rp194.750.000 ; Rp170.500.000 ;Facebook;Tidak ada;Sendiri
642;Owner-0578;MSME-0146;NIK-0635;BirthDate-0592;Street-0168;Village-0009;Peternakan;Ada;15;20; Rp1.132.250.000 ; Rp1.153.250.000 ;Facebook;Tidak ada;Sendiri
643;Owner-0579;MSME-0280;NIK-0636;BirthDate-0593;Street-0169;Village-0007;Makanan dan Minuman;Ada;3;8321; Rp8.500.000 ; Rp11.500.000 ;TikTok;Shopee;Sendiri
644;Owner-0580;MSME-0281;NIK-0637;BirthDate-0594;Street-0170;Village-0002;Peternakan;Ada;16;524; Rp82.250.000 ; Rp131.250.000 ;Tidak ada;Tidak ada;Sendiri
645;Owner-0581;MSME-0146;NIK-0638;BirthDate-0595;Street-0170;Village-0002;Peternakan;Ada;10;20; Rp755.750.000 ; Rp1.114.750.000 ;Tidak ada;Tidak ada;Sendiri
646;Owner-0582;MSME-0146;NIK-0639;BirthDate-0596;Street-0170;Village-0002;Peternakan;Ada;103;5294; Rp515.000.000 ; Rp412.000.000 ;Tidak ada;Tidak ada;Sendiri
647;Owner-0583;MSME-0144;NIK-0640;BirthDate-0597;Street-0170;Village-0002;Pertanian, perkebunan, dan kehutanan;Ada;18;445; Rp84.250.000 ; Rp80.500.000 ;Facebook;Tokopedia;Sendiri
648;Owner-0584;MSME-0282;NIK-0641;BirthDate-0598;Street-0170;Village-0002;Perdagangan;Ada;14;47; Rp807.750.000 ; Rp441.500.000 ;Facebook;Tokopedia;Sewa
649;Owner-0585;MSME-0012;NIK-0642;BirthDate-0599;Street-0170;Village-0002;Makanan dan Minuman;Ada;87;7738; Rp435.000.000 ; Rp348.000.000 ;Tidak ada;Tidak ada;Sewa
650;Owner-0586;MSME-0001;NIK-0643;BirthDate-0600;Street-0170;Village-0002;Makanan dan Minuman;Ada;15;562; Rp146.250.000 ; Rp129.250.000 ;Facebook;Shopee;Sewa
651;Owner-0587;MSME-0001;NIK-0644;BirthDate-0601;Street-0171;Village-0007;Makanan dan Minuman;Ada;15;31; Rp676.500.000 ; Rp790.500.000 ;Instagram;Shopee;Sewa
652;Owner-0588;MSME-0283;NIK-0645;BirthDate-0602;Street-0172;Village-0007;Makanan dan Minuman;Ada;2;6856; Rp23.500.000 ; Rp28.000.000 ;TikTok;Lazada;Sendiri
653;Owner-0359;MSME-0146;NIK-0646;BirthDate-0371;Street-0173;Village-0007;Peternakan;Ada;20;636; Rp62.000.000 ; Rp173.750.000 ;Facebook;Tidak ada;Sendiri
654;Owner-0589;MSME-0061;NIK-0647;BirthDate-0603;Street-0173;Village-0010;Perdagangan;Ada;8;48; Rp379.500.000 ; Rp944.000.000 ;Instagram;Shopee;Sendiri
655;Owner-0590;MSME-0003;NIK-0648;BirthDate-0004;Street-0174;Village-0016;Makanan dan Minuman;Ada;95;5467; Rp475.000.000 ; Rp380.000.000 ;TikTok;Shopee;Sendiri
656;Owner-0591;MSME-0003;NIK-0649;BirthDate-0604;Street-0174;Village-0017;Makanan dan Minuman;Ada;15;533; Rp59.250.000 ; Rp134.500.000 ;Tidak ada;Tidak ada;Sewa
657;Owner-0592;MSME-0284;NIK-0650;BirthDate-0605;Street-0174;Village-0017;Makanan dan Minuman;Ada;2;17; Rp1.193.500.000 ; Rp673.250.000 ;Tidak ada;Tidak ada;Sendiri
658;Owner-0593;MSME-0285;NIK-0651;BirthDate-0606;Street-0175;Village-0001;Perdagangan;Ada;81;7063; Rp405.000.000 ; Rp324.000.000 ;Facebook;Lazada;Sendiri
659;Owner-0594;MSME-0004;NIK-0652;BirthDate-0607;Street-0176;Village-0007;Perdagangan;Ada;14;459; Rp122.000.000 ; Rp64.000.000 ;WhatsApp Business;Shopee;Sendiri
660;Owner-0595;MSME-0286;NIK-0350;BirthDate-0333;Street-0006;Village-0003;Jasa;Ada;11;28; Rp793.750.000 ; Rp556.750.000 ;Instagram, Facebook;Shopee;Sendiri
661;Owner-0596;MSME-0193;NIK-0653;BirthDate-0608;Street-0035;Village-0003;Jasa;Ada;75;8128; Rp375.000.000 ; Rp300.000.000 ;TikTok;Tokopedia, Shopee;Sendiri
662;Owner-0597;MSME-0001;NIK-0654;BirthDate-0609;Street-0035;Village-0003;Makanan dan Minuman;Ada;19;496; Rp99.500.000 ; Rp82.750.000 ;WhatsApp Business, Facebook;Shopee;Sendiri
663;Owner-0598;MSME-0287;NIK-0655;BirthDate-0610;Street-0177;Village-0007;Makanan dan Minuman;Ada;11;34; Rp734.750.000 ; Rp330.250.000 ;Tidak ada;Tidak ada;Sendiri
664;Owner-0496;MSME-0288;NIK-0547;BirthDate-0508;Street-0177;Village-0007;Makanan dan Minuman;Ada;112;7208; Rp560.000.000 ; Rp448.000.000 ;Tidak ada;Tidak ada;Sendiri
665;Owner-0599;MSME-0289;NIK-0656;BirthDate-0611;Street-0177;Village-0007;Makanan dan Minuman;Ada;15;511; Rp191.250.000 ; Rp195.500.000 ;TikTok;Tidak ada;Sendiri
666;Owner-0600;MSME-0290;NIK-0657;BirthDate-0612;Street-0023;Village-0006;Perdagangan;Ada;8;35; Rp966.250.000 ; Rp642.000.000 ;TikTok;Shopee;Sendiri
667;Owner-0601;MSME-0086;NIK-0658;BirthDate-0613;Street-0023;Village-0006;Perdagangan;Ada;72;8578; Rp360.000.000 ; Rp288.000.000 ;Facebook;Tokopedia;Sendiri
668;Owner-0602;MSME-0291;NIK-0659;BirthDate-0614;Street-0023;Village-0006;Perdagangan;Ada;15;615; Rp183.750.000 ; Rp130.000.000 ;Instagram;Shopee;Sewa
669;Owner-0603;MSME-0004;NIK-0660;BirthDate-0615;Street-0023;Village-0006;Perdagangan;Ada;11;40; Rp984.500.000 ; Rp599.000.000 ;Instagram;Tokopedia;Sendiri
670;Owner-0604;MSME-0001;NIK-0661;BirthDate-0616;Street-0023;Village-0006;Makanan dan Minuman;Ada;77;7377; Rp385.000.000 ; Rp308.000.000 ;Instagram;Shopee;Sendiri
671;Owner-0329;MSME-0001;NIK-0662;BirthDate-0617;Street-0023;Village-0006;Makanan dan Minuman;Ada;12;653; Rp124.250.000 ; Rp136.750.000 ;Facebook;Shopee;Sendiri
672;Owner-0605;MSME-0292;NIK-0663;BirthDate-0618;Street-0023;Village-0006;Perdagangan;Ada;14;12; Rp1.155.000.000 ; Rp1.183.250.000 ;Tidak ada;Tidak ada;Sendiri
673;Owner-0606;MSME-0003;NIK-0664;BirthDate-0238;Street-0023;Village-0006;Makanan dan Minuman;Ada;60;7082; Rp300.000.000 ; Rp240.000.000 ;Facebook;Shopee;Sendiri
674;Owner-0227;MSME-0003;NIK-0665;BirthDate-0619;Street-0023;Village-0006;Makanan dan Minuman;Ada;12;543; Rp99.000.000 ; Rp90.250.000 ;Instagram;Shopee;Sendiri
675;Owner-0607;MSME-0293;NIK-0666;BirthDate-0620;Street-0023;Village-0006;Makanan dan Minuman;Ada;10;39; Rp949.750.000 ; Rp638.250.000 ;TikTok;Shopee;Sendiri
676;Owner-0172;MSME-0098;NIK-0667;BirthDate-0174;Street-0010;Village-0003;Perdagangan;Ada;74;8236; Rp370.000.000 ; Rp296.000.000 ;Instagram;Tokopedia;Sendiri
677;Owner-0202;MSME-0001;NIK-0668;BirthDate-0621;Street-0010;Village-0003;Makanan dan Minuman;Ada;15;532; Rp115.750.000 ; Rp197.750.000 ;WhatsApp Business, Instagram;Shopee;Sendiri
